tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,rule_based_sentiment,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
569842758967386112,negative,1.0,Customer Service Issue,1.0,American,,flemmingerin,,0,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.,,2015-02-23 04:54:35 -0800,San Diego,,neutral,,,,,,,
569393942296432640,negative,0.7065,Late Flight,0.3696,US Airways,,AdamGiamba,,0,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!,,2015-02-21 23:11:09 -0800,"Bronx, NY",Eastern Time (US & Canada),neutral,,,,,,,
569817130801221632,negative,1.0,Late Flight,1.0,American,,DanJWillis,,0,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,,2015-02-23 03:12:45 -0800,my top secret gaming facility,Casablanca,neutral,,,,,,,
569244295921692672,negative,1.0,Bad Flight,1.0,United,,MeganStorey415,,0,"@united ruined my day &amp; start trip SFO to GIG. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ",,2015-02-21 13:16:30 -0800,,,neutral,,,,,,,
568575335148580864,positive,1.0,,,Southwest,,NickStewart140,,0,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,,2015-02-19 16:58:18 -0800,Northern Virginia,Eastern Time (US & Canada),neutral,,,,,,,
569905122047758336,negative,0.6694,Flight Attendant Complaints,0.3451,American,,nataliadarling,,0,@AmericanAir this is all i gotta say to y'all &amp; your staff... for real http://t.co/rKPRxTGvfL,,2015-02-23 09:02:24 -0800,⋆city of lost angels⋆,Central Time (US & Canada),neutral,,,,,,,
568690023513526272,negative,1.0,Flight Attendant Complaints,1.0,United,,Chungy0216,,0,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.,,2015-02-20 00:34:02 -0800,Bellevue Washington,Arizona,negative,,,,,,,
568931215149039617,negative,0.684,Late Flight,0.3499,United,,Charlie_Mich,,1,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,,2015-02-20 16:32:26 -0800,,,neutral,,,,,,,
568154816414789632,negative,1.0,Cancelled Flight,1.0,US Airways,,as4438,,0,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,,2015-02-18 13:07:18 -0800,,,neutral,,,,,,,
569724545738760192,negative,1.0,Cancelled Flight,0.6341,American,,realtmh,,0,@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.,,2015-02-22 21:04:51 -0800,Dallas,,neutral,,,,,,,
569904716328673280,negative,1.0,Customer Service Issue,0.6232,United,,ChelseaRhane,,0,@united was that English? I'll DM though I don't think you'll make a plane appear.,,2015-02-23 09:00:47 -0800,"San Diego, CA",Eastern Time (US & Canada),neutral,,,,,,,
570050268588597248,negative,0.6847,Lost Luggage,0.6847,United,,MommyPR,,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,2015-02-23 18:39:09 -0800,Global,Pacific Time (US & Canada),neutral,,,,,,,
569627480425766912,negative,1.0,Customer Service Issue,1.0,Virgin America,,tfaz,,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,,2015-02-22 14:39:09 -0800,"Oakland, California",Pacific Time (US & Canada),neutral,,,,,,,
569646309159927808,negative,1.0,Customer Service Issue,1.0,US Airways,,bconners,,0,@USAirways @AmericanAir will one of you please answer the phone?,,2015-02-22 15:53:58 -0800,"Chicago, IL",Central Time (US & Canada),neutral,,,,,,,
570014637397295104,negative,1.0,Customer Service Issue,0.6883,American,,StephanSDalal,,0,"@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable.",,2015-02-23 16:17:34 -0800,,,neutral,,,,,,,
569926412234326016,neutral,1.0,,,US Airways,,athenatrigal,,0,@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,,2015-02-23 10:27:00 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
568947623626846208,negative,1.0,Customer Service Issue,0.3745,US Airways,,drfrnknsteindmd,,0,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID",,2015-02-20 17:37:38 -0800,,,neutral,,,,,,,
568421124201017345,neutral,1.0,,,Southwest,,willhamlin,,0,@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,,2015-02-19 06:45:31 -0800,,Central Time (US & Canada),neutral,,,,,,,
570002083832733696,negative,1.0,Lost Luggage,1.0,American,,raymackin,,0,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service.",,2015-02-23 15:27:41 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569830322357084160,negative,1.0,Lost Luggage,1.0,American,,Tmonkk,,0,"@AmericanAir even when I did get through, no one knew anything about my bag. This is ridiculous, I still don't have my bag from Saturday.",,2015-02-23 04:05:10 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
570300355843661824,positive,0.6712,,,American,,dcathomedad,,0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,,2015-02-24 11:12:55 -0800,DC to STL ,,neutral,,,,,,,
570302023968694272,positive,0.6652,,,US Airways,,RickAdamek,,0,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,"[33.43720156, -111.99928786]",2015-02-24 11:19:32 -0800,"Fort Mill, SC",Eastern Time (US & Canada),neutral,,,,,,,
569592236981284864,negative,1.0,Cancelled Flight,1.0,United,,Laura_GomezRod,,1,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",,2015-02-22 12:19:06 -0800,"Phoneix, AZ",Eastern Time (US & Canada),neutral,,,,,,,
569587048811761664,negative,1.0,Can't Tell,0.3516,Delta,,emilybholan,,0,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs,,2015-02-22 11:58:29 -0800,N Y,,neutral,,,,,,,
570027321178099712,neutral,0.6479,,0.0,United,,startupstella,,0,@united how is Mexico not international from the us?,,2015-02-23 17:07:58 -0800,"Chicago, IL",Central Time (US & Canada),neutral,,,,,,,
568482893913333762,negative,1.0,Cancelled Flight,1.0,US Airways,,EmmaTyrer,,0,@USAirways Cancelled Flightled due to maintenance. The plane was there for 10 hours. Get your shit together because there are a lot of people unhappy.,,2015-02-19 10:50:58 -0800,"Liverpool, UK",London,neutral,,,,,,,
569890213570457600,positive,0.6942,,0.0,American,,Kaha58,,0,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,,2015-02-23 08:03:09 -0800,Florida,Quito,neutral,,,,,,,
567872614296862720,neutral,1.0,,,United,,lorenzosimpson,,0,@united is there a referral program for the Milageplus explorer card?,,2015-02-17 18:25:56 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569961785509478400,neutral,1.0,,,Delta,,soulfullypoetic,,0,"Lol, k. “@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83”",,2015-02-23 12:47:33 -0800,"Wherever the bacon is, USA",Quito,neutral,,,,,,,
569673981164277760,neutral,0.6963,,0.0,American,,ScottBerry18,,0,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?,,2015-02-22 17:43:55 -0800,"Albuquerque, New Mexico",Arizona,neutral,,,,,,,
568836390991101952,negative,1.0,Customer Service Issue,1.0,US Airways,,lsmith_31,,0,@USAirways Call volumes are high so the best answer is to hang up on me?,"[0.0, 0.0]",2015-02-20 10:15:38 -0800,,Quito,neutral,,,,,,,
569887584861749250,negative,1.0,Customer Service Issue,1.0,American,,whyemes,,0,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset",,2015-02-23 07:52:42 -0800,,,neutral,,,,,,,
569272664344428545,negative,1.0,Customer Service Issue,1.0,United,,Keels2515,,0,@united rep wouldn't rebook. This is such a waste of time and poor communication,,2015-02-21 15:09:14 -0800,"Raleigh, NC",Eastern Time (US & Canada),neutral,,,,,,,
570100409009770497,positive,1.0,,,Southwest,,JohnRDalton,,0,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,"[0.0, 0.0]",2015-02-23 21:58:24 -0800,"Detroit, Michigan",,neutral,,,,,,,
569496169652428800,neutral,0.6811,,0.0,US Airways,,JulieMerks,,0,"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday.",,2015-02-22 05:57:22 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
569493018081947649,negative,1.0,Late Flight,0.3541,US Airways,,NatureNerdness,,0,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,,2015-02-22 05:44:50 -0800,,,neutral,,,,,,,
569262225900359680,negative,1.0,Customer Service Issue,0.6733,Virgin America,,MaximWheatley,,0,@VirginAmerica Your website is down and I'm trying to check in!,,2015-02-21 14:27:45 -0800,"Washington, DC",Atlantic Time (Canada),neutral,,,,,,,
569950980638412800,negative,1.0,Late Flight,0.6841,American,,ejber812,,0,@AmericanAir sure is. What's more frustrating is being stranded at the airport with our fate in your hands.,,2015-02-23 12:04:37 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
568860389640962048,positive,1.0,,,United,,vnpeace,,0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,,2015-02-20 11:51:00 -0800,,,neutral,,,,,,,
570038962561134594,negative,1.0,Late Flight,0.348,Delta,,carolinerkenny,,0,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,,2015-02-23 17:54:14 -0800,NYC/RVC/CHS/WASH DC,Central Time (US & Canada),neutral,,,,,,,
570299824760860672,positive,1.0,,,American,,COVRTER,,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]",2015-02-24 11:10:48 -0800,"SF, CA",Central Time (US & Canada),positive,,,,,,,
568475305675001857,negative,1.0,Late Flight,0.6438,US Airways,,HammerStahl,,0,@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797,,2015-02-19 10:20:49 -0800,,Mountain Time (US & Canada),neutral,,,,,,,
570009897846374400,negative,0.3519,Can't Tell,0.3519,Southwest,,amyflenard,,0,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",,2015-02-23 15:58:44 -0800,"darien, il",Central Time (US & Canada),positive,,,,,,,
569602682505138176,negative,1.0,Flight Booking Problems,0.6538,American,,nubzjubz,,0,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,,2015-02-22 13:00:36 -0800,,Eastern Time (US & Canada),neutral,,,,,,,
568178240101191681,negative,1.0,Late Flight,1.0,United,,GeorgeMcflyOG,,0,@united I will be patient in my luxurious middle seat on my next delayed flight,,2015-02-18 14:40:23 -0800,NJ ,Eastern Time (US & Canada),neutral,,,,,,,
569678397158268929,negative,1.0,Customer Service Issue,0.6741,American,,reebokpumped,,0,"@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time",,2015-02-22 18:01:28 -0800,Milwaukee,Central Time (US & Canada),neutral,,,,,,,
569581303785328640,negative,1.0,Lost Luggage,0.6509,Delta,,HaasMonte,,0,@JetBlue your agent told us TSA didn't have a crew to get bags!,,2015-02-22 11:35:39 -0800,NYC,Quito,neutral,,,,,,,
567771662167179264,negative,1.0,Can't Tell,0.6632,Delta,,travelingranger,,0,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,,2015-02-17 11:44:47 -0800,,,neutral,,,,,,,
569613897516380160,negative,1.0,Customer Service Issue,1.0,US Airways,,jakejrssherry,,0,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul,,2015-02-22 13:45:10 -0800,,Atlantic Time (Canada),neutral,,,,,,,
567792185832394752,negative,1.0,Customer Service Issue,0.7055,Virgin America,,reekyrocks,,0,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,,2015-02-17 13:06:20 -0800,"Los Angeles, CA",Pacific Time (US & Canada),neutral,,,,,,,
569263732280451072,positive,1.0,,,US Airways,,MichelleFilling,,0,@USAirways Thank you!!! This whole crew has rocked through bad weather and diversion. Pilot keeping us well informed. #customerservice,,2015-02-21 14:33:44 -0800,,Eastern Time (US & Canada),negative,,,,,,,
569659668412407808,negative,1.0,Late Flight,1.0,American,,agoldenbrown,,0,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,,2015-02-22 16:47:03 -0800,NYCATL,Eastern Time (US & Canada),neutral,,,,,,,
570062210640322560,negative,0.3499,Can't Tell,0.3499,Southwest,,sammyboy405,,0,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,,2015-02-23 19:26:36 -0800,"Mustang, Oklahoma",,neutral,,,,,,,
568191101087019008,negative,0.6582,Customer Service Issue,0.351,Southwest,,travelnube,,0,@SouthwestAir Please update your website,,2015-02-18 15:31:29 -0800,"Chicago, IL ",Central Time (US & Canada),neutral,,,,,,,
569168436280098816,negative,1.0,Flight Booking Problems,0.6508,Southwest,,arteriesrus,,0,"@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight, unable to book online, lost those seats during &gt;2 hr phone hold",,2015-02-21 08:15:04 -0800,Salt Lake City,Mountain Time (US & Canada),neutral,,,,,,,
570123872168574976,negative,1.0,Customer Service Issue,1.0,American,,mycreativespark,,0,"@AmericanAir will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service",,2015-02-23 23:31:38 -0800,Ohio,Quito,neutral,,,,,,,
569912710848057344,negative,1.0,Late Flight,1.0,United,,ADanaiBaker,,0,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",,2015-02-23 09:32:33 -0800,,,neutral,,,,,,,
568110568097374208,neutral,1.0,,,United,,TheClayFox,,0,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?,"[0.0, 0.0]",2015-02-18 10:11:29 -0800,New York City (Silicon Alley),Eastern Time (US & Canada),neutral,,,,,,,
567884863031762945,positive,1.0,,,United,,jmscull,,0,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,,2015-02-17 19:14:36 -0800,,,positive,,,,,,,
569975684476641280,negative,0.6253,Can't Tell,0.3227,Southwest,,suzyyogi,,0,@SouthwestAir how about #destinationdragon tix for tonite for the inconvenience since I am not there to play scavenger hunt?,,2015-02-23 13:42:47 -0800,suburbs of Pittsburgh....,Quito,neutral,,,,,,,
569132246810144769,neutral,1.0,,,Delta,,thepointskid,,0,@JetBlue do you have a waiver for NY weather today?,,2015-02-21 05:51:16 -0800,New York,Eastern Time (US & Canada),neutral,,,,,,,
569555719885885441,negative,1.0,Damaged Luggage,0.6509999999999999,Southwest,,kashnow,,0,"@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O",,2015-02-22 09:54:00 -0800,"31.708674,34.993824",Eastern Time (US & Canada),neutral,,,,,,,
568238379847921665,positive,1.0,,,Southwest,,yancey_jake,,0,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,,2015-02-18 18:39:21 -0800,,,positive,,,,,,,
568138663864852481,negative,1.0,Cancelled Flight,0.6456,US Airways,,BigDavew2k,,0,"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher",,2015-02-18 12:03:07 -0800,,,neutral,,,,,,,
568501367754661888,negative,1.0,Flight Attendant Complaints,0.3469,US Airways,,garywerk,,0,"@USAirways @garywerk poor excuse. I was towards front of plane, no sandwiches, we have to pay for them, should have more",,2015-02-19 12:04:22 -0800,Home sweet Hollywood Home,Pacific Time (US & Canada),neutral,,,,,,,
570247850858147840,negative,0.6707,longlines,0.3377,American,,georgetietjen,,0,@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK,,2015-02-24 07:44:16 -0800,,,neutral,,,,,,,
570001191796678656,positive,0.6714,,,Delta,,DatingRev,,0,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?",,2015-02-23 15:24:08 -0800,"Los Angeles, CA",Eastern Time (US & Canada),neutral,,,,,,,
568950706008231936,negative,0.6481,Flight Attendant Complaints,0.3351,United,,elbrooklyntaco,,1,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",,2015-02-20 17:49:53 -0800,,,neutral,,,,,,,
569939736782962688,negative,1.0,Customer Service Issue,1.0,American,,flemmingerin,,0,@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.,,2015-02-23 11:19:56 -0800,San Diego,,neutral,,,,,,,
569522479049400320,negative,1.0,Bad Flight,0.6952,US Airways,,corybronze,,3,"@USAirways My family, friends and colleagues will NEVER  fly USAir again. Bad weather happens. The good airlines seem to communicate better.",,2015-02-22 07:41:54 -0800,,,positive,,,,,,,
569625456816709633,negative,1.0,Customer Service Issue,1.0,American,,MeereeneseKnot,,0,"@AmericanAir that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves.",,2015-02-22 14:31:06 -0800,,,neutral,,,,,,,
569641916855402496,negative,1.0,Late Flight,1.0,US Airways,,KDougherty2012,,0,@USAirways nothing like back to back delayed flights let hope this one isn't 12 hours like the last time.,,2015-02-22 15:36:31 -0800,,Quito,neutral,,,,,,,
570053838499143680,negative,1.0,Flight Booking Problems,0.6469,United,,rholbrook,,1,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),,2015-02-23 18:53:20 -0800,"Brooklyn, NY",Eastern Time (US & Canada),neutral,,,,,,,
569854151531859968,negative,0.6774,Lost Luggage,0.6774,American,,derekc21,,0,"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic .",,2015-02-23 05:39:51 -0800,"Innisfail, Alberta",Mountain Time (US & Canada),neutral,,,,,,,
569311498301870080,neutral,0.653,,,Virgin America,,obiwantoby,,0,@VirginAmerica If only you guys had flights from CMH.,,2015-02-21 17:43:33 -0800,,Quito,neutral,,,,,,,
568431753272168448,negative,0.6875,Customer Service Issue,0.6875,US Airways,,JeffreyWhitmore,,0,@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!,,2015-02-19 07:27:45 -0800,Washington D.C.,,neutral,,,,,,,
569481213016023040,negative,0.6513,Late Flight,0.3469,United,,jpfox13,,0,@united flight #1 no luck on #standby,,2015-02-22 04:57:56 -0800,the district of colombia,Eastern Time (US & Canada),neutral,,,,,,,
570141242769559552,negative,1.0,Cancelled Flight,1.0,American,,KyleFerrel,,0,"@AmericanAir offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you're supposed to provide",,2015-02-24 00:40:39 -0800,Nevada,America/Los_Angeles,neutral,,,,,,,
569740959610572800,negative,1.0,Customer Service Issue,1.0,United,,BKnowles314,,0,"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united",,2015-02-22 22:10:04 -0800,St. Louis MO,,negative,,,,,,,
569544528299995137,negative,1.0,Lost Luggage,0.6362,US Airways,,stealthmaestro,,0,@usairways 2+ hr wait &amp; really bad exp @PHLAirport. luggage won't arrive w/ me Do I really have 2go back LAS airport 2 pick up when arrives?,,2015-02-22 09:09:31 -0800,"Philadelphia, PA",Central Time (US & Canada),negative,,,,,,,
569843082994315264,positive,1.0,,,Southwest,,geo3689,,0,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,,2015-02-23 04:55:52 -0800,"Frederick, MD",Atlantic Time (Canada),neutral,,,,,,,
570304244001193984,negative,1.0,longlines,0.3663,US Airways,,Anthony_Scerri,,0,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,,2015-02-24 11:28:22 -0800,"Astoria, NY",Quito,neutral,,,,,,,
570271248640401409,negative,0.69,Can't Tell,0.69,Southwest,,ceoDanya,,0,"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again.",,2015-02-24 09:17:15 -0800,The next President of Libya,Quito,neutral,,,,,,,
569980827209207809,negative,0.6641,Can't Tell,0.6641,Southwest,,ProfessorpaUL15,,0,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,,2015-02-23 14:03:13 -0800,,Atlantic Time (Canada),neutral,,,,,,,
568672467889176577,negative,0.6882,Customer Service Issue,0.3548,United,,Kimberlinho,,0,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis.",,2015-02-19 23:24:16 -0800,,,neutral,,,,,,,
568372335012679680,neutral,0.6737,,0.0,United,,SteefFleur,,0,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",,2015-02-19 03:31:39 -0800,Amsterdam,,neutral,,,,,,,
569569639543541762,negative,1.0,Customer Service Issue,0.6454,United,,Jim_Rehbein,,0,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed",,2015-02-22 10:49:18 -0800,"Ottawa, Ontario",Eastern Time (US & Canada),neutral,,,,,,,
570215359963406337,neutral,0.6735,,0.0,United,,BouleChitte,,0,@united DM does not work what do I do?,,2015-02-24 05:35:10 -0800,,,neutral,,,,,,,
568211263303639040,negative,1.0,Flight Attendant Complaints,0.3489,US Airways,,DAngel082,,0,@USAirways so far I've gotten six different answers,,2015-02-18 16:51:36 -0800,New York,,neutral,,,,,,,
569605877512024064,negative,1.0,Customer Service Issue,0.3469,American,,BDinDallas,,0,@AmericanAir I wasn't important this morning when you would not seat my wife and I together or allow me to choose seats at Flight Booking Problems!!,,2015-02-22 13:13:18 -0800,"Dallas, Texas",Eastern Time (US & Canada),neutral,,,,,,,
568881291766034432,negative,0.6336,Flight Booking Problems,0.3404,Southwest,,JuliaMooch1,,0,@SouthwestAir what about for us that cant get to the states they are playing for the hunt? Any DestinationDragons tickets left?Even just one,,2015-02-20 13:14:03 -0800,Boston,Eastern Time (US & Canada),neutral,,,,,,,
569716646165778432,negative,1.0,Flight Attendant Complaints,1.0,US Airways,,MeganStephens74,,0,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us,,2015-02-22 20:33:27 -0800,"Philadelphia, PA",Atlantic Time (Canada),negative,,,,,,,
570187940221071360,positive,0.6455,,,United,,Gouwerijn,,0,@united thnx for the info,"[35.8057062, -78.7869445]",2015-02-24 03:46:13 -0800,Alphen aan den Rijn,Amsterdam,neutral,,,,,,,
570294451261874177,negative,1.0,longlines,0.4686,Delta,negative,DetroitRonin,Customer Service Issue,0,@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!,,2015-02-24 10:49:27 -0800,Thataway,Eastern Time (US & Canada),neutral,,,,,,,
569928758024667137,neutral,1.0,,,United,,tmarsh83,,0,@united what gate is ua5396 leaving from?,,2015-02-23 10:36:19 -0800,"NEIN, London, or Maui. ",,neutral,,,,,,,
568215031608815617,positive,1.0,,,United,,confox77,,0,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!,,2015-02-18 17:06:35 -0800,,Amsterdam,positive,,,,,,,
569531969110974464,positive,1.0,,,United,,KapuriaMd,,0,@united worked out after all. Thanks for your immediate reply!!,,2015-02-22 08:19:37 -0800,,,neutral,,,,,,,
570278803399798784,negative,1.0,Damaged Luggage,0.6771,American,,DBlock_Official,,0,@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings,,2015-02-24 09:47:16 -0800,Posted,Central Time (US & Canada),neutral,,,,,,,
568190250377461760,neutral,0.6733,,0.0,Southwest,,Kaneshow,,1,YO! @InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,,2015-02-18 15:28:06 -0800,Washington | Tampa | Baltimore,Eastern Time (US & Canada),neutral,,,,,,,
569661852235509762,negative,1.0,Customer Service Issue,0.6404,American,,Davitossss,,0,@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,,2015-02-22 16:55:44 -0800,,,neutral,,,,,,,
568895587900207104,negative,0.6609,Customer Service Issue,0.6609,Delta,,JNH_61,,0,@JetBlue Did you discontinue nonstop service from SJC to BOS? Can't find 471 or 472 anywhere,,2015-02-20 14:10:52 -0800,SJ-BOS-SJ,Quito,neutral,,,,,,,
570300616901320704,positive,0.6745,,0.0,Virgin America,,cjmcginnis,,0,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)",,2015-02-24 11:13:57 -0800,San Francisco CA,Pacific Time (US & Canada),neutral,,,,,,,
568165260605014016,positive,0.6667,,,Southwest,,SarahFigge,,0,@SouthwestAir @ PIT- Gate A1! Big shout out to the lady trying to track him down!,,2015-02-18 13:48:48 -0800,,,neutral,,,,,,,
567862754557759488,positive,1.0,,,Delta,,katie654,,0,@JetBlue is definitely my new favorite airline.,,2015-02-17 17:46:45 -0800,,,neutral,,,,,,,
570250945281589248,negative,1.0,Customer Service Issue,0.6364,Southwest,,richstahl,,0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,"[35.84808282, -78.66572751]",2015-02-24 07:56:34 -0800,"Raleigh, NC",Eastern Time (US & Canada),neutral,,,,,,,
569136050951622656,positive,1.0,,,US Airways,,AnnaFreifeld,,0,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice,,2015-02-21 06:06:23 -0800,,,positive,,,,,,,
568228746697814016,negative,1.0,Late Flight,0.6702,US Airways,,MendezJenn,,0,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far,,2015-02-18 18:01:05 -0800,,,neutral,,,,,,,
568881442438176769,negative,1.0,Late Flight,0.6268,US Airways,,chrisseifert83,,0,@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab,,2015-02-20 13:14:39 -0800,"Stamford, Ct",Eastern Time (US & Canada),neutral,,,,,,,
569664787946164224,negative,1.0,Can't Tell,0.6613,American,,vickie_frisbie,,0,@AmericanAir we are through. I can quit you. I am. The nonsense &amp; lies are a colossal infringement you can no longer get away with,,2015-02-22 17:07:23 -0800,"Dallas, Texas",Mountain Time (US & Canada),neutral,,,,,,,
568174911841177600,negative,1.0,Customer Service Issue,1.0,Southwest,,CollingMedia,,0,@SouthwestAir We need help changing a name on a company reservation....We tried calling customer relations but there is a busy signal.,,2015-02-18 14:27:09 -0800,"Scottsdale, AZ",Arizona,neutral,,,,,,,
